subject_id;subject_source;object_source;predicate_id;object_id;subject_label;object_label;confidence;cardinality;mapping_justification
http://qudt.org/schema/qudt/hasUnit;CEON;BUILDMAT;;https://w3id.org/digitalconstruction/BuildingMaterials#hasUnit;hasUnit;hasUnit;1.0;=;
http://qudt.org/schema/qudt/Unit;CEON;BUILDMAT;;http://qudt.org/schema/qudt/Unit;Unit;Unit;1.0;=;
http://w3id.org/CEON/ontology/material/Material;CEON;BUILDMAT;;https://w3id.org/digitalconstruction/BuildingMaterials#Material;Material;Material;1.0;=;
http://w3id.org/CEON/ontology/resourceODP/Constituent;CEON;BUILDMAT;;https://w3id.org/digitalconstruction/BuildingMaterials#Constituent;Constituent;Constituent;1.0;=;
http://www.w3.org/2002/07/owl#topDataProperty;CEON;BUILDMAT;;http://www.w3.org/2002/07/owl#topDataProperty;topDataProperty;topDataProperty;1.0;=;
