subject_id;subject_source;object_source;predicate_id;object_id;subject_label;object_label;confidence;cardinality;mapping_justification
http://w3id.org/CEON/ontology/material/Titanium;CEON;DEB;;http://www.semanticweb.org/osnathakimi/ontologies/deb#Titanium;Titanium;Titanium;1.0;=;
http://www.opengis.net/ont/geosparql#Geometry;CEON;DEB;;http://www.semanticweb.org/osnathakimi/ontologies/deb#Geometry;Geometry;Geometry;1.0;=;
http://www.w3.org/2002/07/owl#topDataProperty;CEON;DEB;;http://www.w3.org/2002/07/owl#topDataProperty;topDataProperty;topDataProperty;1.0;=;
