subject_id;subject_source;object_source;predicate_id;object_id;subject_label;object_label;confidence;cardinality;mapping_justification
http://www.w3.org/ns/prov#Entity;CEON;MSDL;;http://purl.obolibrary.org/obo/BFO_0000001;Entity;BFO_0000001;1.0;=;
http://www.w3.org/ns/prov#Role;CEON;MSDL;;http://purl.obolibrary.org/obo/BFO_0000023;Role;BFO_0000023;1.0;=;
