subject_id;subject_source;object_source;predicate_id;object_id;subject_label;object_label;confidence;cardinality;mapping_justification
http://w3id.org/CEON/ontology/material/Material;CEON;GRACE;;http://www.grace-ontology.com#Material;Material;Material;1.0;=;
http://w3id.org/CEON/ontology/product/Product;CEON;GRACE;;http://www.grace-ontology.com#Product;Product;Product;1.0;=;
http://w3id.org/CEON/ontology/resourceODP/Resource;CEON;GRACE;;http://www.grace-ontology.com#Resource;Resource;Resource;1.0;=;
