subject_id;subject_source;object_source;predicate_id;object_id;subject_label;object_label;confidence;cardinality;mapping_justification
http://w3id.org/CEON/ontology/actorODP/Role;CEON;GPO;;https://gpo.ontology.link/GPO_995475ba_f196_4b19_a7c7_38d032c59270;Role;GPO_995475ba_f196_4b19_a7c7_38d032c59270;1.0;=;
http://w3id.org/CEON/ontology/energy/Energy;CEON;GPO;;https://gpo.ontology.link/GPO_1880a2e6_0c9f_425a_9615_d4bdf121215f;Energy;GPO_1880a2e6_0c9f_425a_9615_d4bdf121215f;1.0;=;
http://w3id.org/CEON/ontology/location/Location;CEON;GPO;;https://gpo.ontology.link/GPO_2be9b8b9_5ec8_46f3_89d6_3692c310553e;Location;GPO_2be9b8b9_5ec8_46f3_89d6_3692c310553e;1.0;=;
