subject_id;subject_source;object_source;predicate_id;object_id;subject_label;object_label;confidence;cardinality;mapping_justification
http://w3id.org/CEON/ontology/actorODP/Actor;CEON;CAMO;;http://ld-ce.com/vocab/CAMO#actor;Actor;actor;1.0;=;
